"code";"label";"value";"value_order"
"1141387";Sedhiou;SEDHIOU;485
"1122149";Segre Gatta;SEGREGATTA;486
"1112334";Semme;SEMME;487
"1013044";Sendou;SENDOU;488
"1071488";Sessene;SESSENE;489
"1061171";Sibassor;SIBASSOR;490
"1011010";Sicap Liberte;SICAPLIBERTE;491
"1143422";Simbadi Balante;SIMBADIBALANTE;492
"1143427";Simbandi Brassou;SIMBANDIBRASSOU;493
"1071491";Sindia;SINDIA;494
"1021530";Sindian;SINDIAN;495
"1102249";Sinthiang Koundara;SINTHIANGKOUNDARA;496
"1112338";Sinthiou Bamambe Banadji;SINTHIOUBAMAMBEBANADJI;497
"1053465";Sinthiou Bocar Ali;SINTHIOUBOCARALI;498
"1051438";Sinthiou Fissa;SINTHIOUFISSA;499
"1052444";Sinthiou Maleme;SINTHIOUMALEME;500
"1053459";Sinthiou Mamadou Boubou;SINTHIOUMAMADOUBOUBOU;501
"1092112";Sokone;SOKONE;502
"1071483";Somone;SOMONE;503
"1092115";Soum;SOUM;504
"1021531";Suelle;SUELLE;505
"1083315";Syer;SYER;506
"1032071";Taiba Moutoupha;TAIBAMOUTOUPHA;507
"1073511";Taiba Ndiaye;TAIBANDIAYE;508
"1062189";Taïba Niassene;TAIBANIASSENE;509
"1033086";Taiba Thiekene;TAIBATHIEKENE;510
"1033093";Taïf;TAIF;511
"1052442";Tambacounda;TAMBACOUNDA;512
"1143418";Tanaff;TANAFF;513
Tanguiss;Tanguiss;TANGUISS;514
"1101233";Tankanto Escale;TANKANTOESCALE;515
"1142406";Tankon;TANKON;516
"1072499";Tassette;TASSETTE;517
"1091110";Tattaguine;TATTAGUINE;518
TeneToubab;Téne Toubab;TENETOUBAB;519
"1021540";Tenghory;TENGHORY;520
"1082299";Tessekre Forage;TESSEKREFORAGE;521
Thiafoura;Thiafoura;THIAFOURA;522
"1031065";Thiakhar;THIAKHAR;523
"1083310";Thiamene Cayor;THIAMENECAYOR;524
"1082304";Thiamene Djolof - Thiamene Pass;THIAMENEDJOLOFTHIAMENEPASS;525
"1061176";Thiare;THIARE;526
"1091100";Thiare Ndialgui;THIARENDIALGUI;527
"1082292";Thiargny;THIARGNY;528
"1012031";Thiaroye gare;THIAROYEGARE;529
"1012033";Thiaroye sur mer;THIAROYESURMER;530
"1082293";Thiel;THIEL;531
"1072502";Thienaba;THIENABA;532
"1081281";Thieppe;THIEPPE;533
"1072496";Thies Est;THIESEST;534
"1072495";Thies Nord;THIESNORD;535
"1072497";Thies Ouest;THIESOUEST;536
"1101242";Thietty;THIETTY;537
"1073519";Thilmakha;THILMAKHA;538
"1111325";Thilogne;THILOGNE;539
"1081285";Thiolom Fall;THIOLOMFALL;540
Thiombolodji;Thiombolodji;THIOMBOLODJI;541
"1061180";Thiomby;THIOMBY;542
"1021526";Thionk Essyl;THIONKESSYL;543
"1073508";Tivaouane;TIVAOUANE;544
"1013050";Tivaouane Peulh Niagha;TIVAOUANEPEULHNIAGHA;545
"1032076";Tocky Gare;TOCKYGARE;546
"1131210";Tomboronkoto;TOMBORONKOTO;547
"1092127";Toubacouta;TOUBACOUTA;548
"1033090";Touba Fall;TOUBAFALL;549
"1032072";Touba Lappe;TOUBALAPPE;550
"1122150";Touba Mbella;TOUBAMBELLA;551
"1033084";Touba Mboul;TOUBAMBOUL;552
"1081275";Touba Merina;TOUBAMERINA;553
"1033091";Touba Mosquee;TOUBAMOSQUEE;554
"1072503";Touba Toul;TOUBATOUL;555
"1051436";Toumboura;TOUMBOURA;556
"1032077";Toure Mbonde;TOUREMBONDE;557
"1113347";Velingara;VELINGARA;558
"1102243";Velingara;VELINGARA;559
Thies;Ville de Thies;VILLEDETHIES;560
"1062194";Wack Ngouna;WACKNGOUNA;561
"1014024";Wakhinane Nimzatt;WAKHINANENIMZATT;562
"1042371";Walalde;WALALDE;563
"1112335";Waounde;WAOUNDE;564
"1082300";Yang Yang;YANGYANG;565
"1143423";Yarang Balante;YARANGBALANTE;566
"1013053";Yene;YENE;567
"1015025";Yeumbeul Nord;YEUMBEULNORD;568
"1015026";Yeumbeul Sud;YEUMBEULSUD;569
"1011015";Yoff;YOFF;570
"1023549";Ziguinchor;ZIGUINCHOR;571
